76 1 5.439999999999998
40 2 5.609999999999999
57 3 4.420000000000002
68 4 3.6099999999999994
80 5 5.019999999999996
90 6 4.420000000000002
98 7 5.049999999999997
105 8 5.239999999999995
117 9 5.439999999999998
121 10 4.219999999999999
137 11 13.670000000000002
134 12 9.629999999999995
130 13 6.489999999999995
146 14 3.4200000000000017
135 15 3.010000000000005
147 16 4.019999999999996
158 17 4.219999999999999
156 18 3.8100000000000023
156 19 8.269999999999996
147 20 3.8100000000000023
155 21 4.430000000000007
164 22 4.019999999999996
175 23 15.819999999999993
173 24 14.170000000000002
181 25 2.6099999999999994
200 26 3.6099999999999994
172 27 2.6200000000000045
188 28 2.010000000000005
183 29 19.879999999999995
190 30 3.4099999999999966
200 31 3.819999999999993
206 32 5.230000000000004
187 33 4.019999999999996
188 34 5.219999999999999
191 35 3.4200000000000017
197 36 5.010000000000005
201 37 4.219999999999999
203 38 5.030000000000001
205 39 4.209999999999994
207 40 6.010000000000005
201 41 3.6099999999999994
201 42 4.439999999999998
193 43 4.810000000000002
193 44 4.230000000000004
202 45 5.019999999999996
199 46 2.6099999999999994
199 47 4.239999999999995
198 48 3.4099999999999966
202 49 3.6299999999999955
201 50 5.439999999999998
